company_name,rating,reviews,company_type,locations
Efftronics Systems,3.2,(289),Electronics Manufacturing,Vijayawada +34 other locations
Airbnb,3.5,(290),Internet,Gurgaon / Gurugram +10 other locations
Alf Engineering,4.0,(289),Auto Components,Nashik +14 other locations
Wirtgen India,4.2,(288),Industrial Machinery,Pune +28 other locations
IT By Design,3.2,(289),IT Services & Consulting,Noida +12 other locations
Solartis Technology Services,3.5,(289),IT Services & Consulting,Madurai +3 other locations
Saregama India,3.9,(289),Media & Entertainment,Mumbai +40 other locations
Airbnb,3.5,(290),Internet,Gurgaon / Gurugram +10 other locations
doodleblue innovation,3.6,(289),IT Services & Consulting,Chennai +4 other locations
Efftronics Systems,3.2,(289),Electronics Manufacturing,Vijayawada +34 other locations
Vilas Javdekar Developers,3.8,(289),Real Estate,Pune +4 other locations
Think Future Technologies,4.5,(289),IT Services & Consulting,Gurgaon / Gurugram +4 other locations
Clifford Chance,3.7,(289),Legal,Gurgaon / Gurugram +7 other locations
Calsonic Kansei Motherson Auto Products,4.0,(289),Auto Components,Bawal +12 other locations
Tablets (India),3.8,(291),Pharma,Chennai +48 other locations
Spectranet,3.6,(289),Telecom,Gurgaon / Gurugram +10 other locations
Mantra Technologies,3.6,(289),IT Services & Consulting,Hyderabad / Secunderabad +11 other locations
Bhash Software Labs,4.6,(289),Software Product,Bangalore / Bengaluru +4 other locations
Banswara Syntex,3.8,(289),Fashion & Textile,Banswara +13 other locations
Ratnadeep Retail,4.1,(288),Retail,Hyderabad / Secunderabad +13 other locations
Incture Technologies,2.7,(288),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
Aspiro Pharma,3.7,(288),Pharma,Hyderabad / Secunderabad +5 other locations
QDegrees,3.3,(288),Management Consulting,Jaipur +31 other locations
Nilons Enterprises,3.9,(288),Food Processing,Jalgaon +43 other locations
Navneet Education,3.9,(289),Printing & Publishing,Mumbai +45 other locations
Rooman Technologies,3.7,(288),Education & Training,Bangalore / Bengaluru +40 other locations
Softtek,3.8,(288),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
Bharat Dynamics,4.5,(287),Defence & Aerospace,Hyderabad / Secunderabad +7 other locations
Perkins,4.4,(288),Engineering & Construction,Aurangabad +8 other locations
Stelmec,3.1,(287),Electronics Manufacturing,Mumbai +30 other locations
RNF Technologies,3.0,(287),IT Services & Consulting,Noida +6 other locations
The Fern Residency,4.0,(287),Hospitality,Mumbai +59 other locations
Konica Minolta Business Solutions India Pvt. Ltd.,4.0,(287),Printing & Publishing,Gurgaon / Gurugram +32 other locations
Hughes Systique Corporation,3.8,(287),Emerging Technologies,Gurgaon / Gurugram +6 other locations
Sunteck Realty,3.2,(287),Real Estate,Mumbai +9 other locations
Segula Technologies,3.4,(287),Engineering & Construction,Chennai +7 other locations
Wallace Pharmaceuticals,3.8,(286),Pharma,Mumbai +46 other locations
Munjal Auto Industries,3.6,(286),Auto Components,Vadodara +14 other locations
National Institute for Smart Government,3.6,(286),Management Consulting,New Delhi +36 other locations
Ador Welding,4.0,(286),Industrial Machinery,Pune +28 other locations
Mahindra Teqo,4.0,(302),Software Product,Mumbai +74 other locations
Imperative Business Ventures,3.7,(287),IT Services & Consulting,Pune +8 other locations
FCI CCM,4.3,(286),Software Product,Noida +8 other locations
Nuclear Power Corporation of India,4.1,(285),Power,Mumbai +32 other locations
Rupa,3.7,(285),Fashion & Textile,Kolkata +40 other locations
Amartex Industries,3.6,(285),Fashion & Textile,Panchkula +17 other locations
Sonata Finance,3.9,(285),Financial Services,Lucknow +74 other locations
Sonata Finance,3.9,(285),Financial Services,Lucknow +74 other locations
Prepca Eduserv,4.0,(285),EdTech,Pune +2 other locations
Shyam Indus Power Solutions,3.7,(285),Power,New Delhi +36 other locations
Gemini Solutions,3.3,(285),IT Services & Consulting,Gurgaon / Gurugram +12 other locations
Bony Polymers,3.6,(285),Auto Components,Faridabad +14 other locations
Crescent Foundry,3.9,(285),Metals & Mining,Kolkata +13 other locations
SAVIC Technologies,2.4,(285),IT Services & Consulting,Mumbai +18 other locations
Tradebulls,3.0,(285),Financial Services,Ahmedabad +18 other locations
SquadStack,3.4,(286),IT Services & Consulting,Noida +25 other locations
Zee Laboratories,3.0,(285),Pharma,Karnal +34 other locations
Pfizer Healthcare india pvt lit,4.0,(285),Pharma,Visakhapatnam +17 other locations
TowerVision India,4.2,(284),Telecom,Gurgaon / Gurugram +32 other locations
Indira Gandhi International Airport,4.0,(284),Urban Transport,New Delhi +9 other locations
V2Solutions,2.9,(285),IT Services & Consulting,Mumbai +10 other locations
Toyota Tsusho,3.9,(285),Metals & Mining,Bangalore / Bengaluru +26 other locations
Wika Instruments India,4.0,(284),Industrial Machinery,Pune +15 other locations
Eastman Chemical Company,4.0,(284),Chemicals,Hyderabad / Secunderabad +5 other locations
Origo Commodities,3.6,(284),Agriculture,Gurgaon / Gurugram +56 other locations
Ajio Business,3.7,(284),Bangalore / Bengaluru +107 other locations,Bangalore / Bengaluru +107 other locations
EnFuse Solutions,4.1,(284),IT Services & Consulting,Mumbai +38 other locations
Goldmedal Electricals,3.6,(284),Electrical Equipment,Mumbai +70 other locations
SMR Automotive Systems India,3.7,(283),Auto Components,Chennai +18 other locations
Jetking Infotrain,3.7,(283),Education & Training,Mumbai +53 other locations
Pitambari Products,4.2,(283),FMCG,Mumbai +52 other locations
LM Wind Power,4.0,(283),Power,Bangalore / Bengaluru +11 other locations
Apollo Diagnostics,4.2,(283),Healthcare,Kolkata +61 other locations
Sakata Inx,3.9,(284),Chemicals,Bhiwadi +21 other locations
Impelsys,3.2,(283),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
Bacancy Technology,4.3,(283),IT Services & Consulting,Ahmedabad +4 other locations
SEABIRD LOGISOLUTIONS,3.9,(283),Logistics,Pune +31 other locations
SHV Energy,3.8,(283),Power,Hyderabad / Secunderabad +30 other locations
PurpleTalk,3.7,(283),IT Services & Consulting,Hyderabad / Secunderabad +6 other locations
Home Centre,4.0,(285),Furniture & Furnishing,Bangalore / Bengaluru +36 other locations
Anand Rathi Global Finance,3.3,(283),NBFC,Mumbai +40 other locations
Samarth LifeSciences,3.6,(283),Pharma,Mumbai +43 other locations
Elcamino Software,3.1,(283),BPO,Bangalore / Bengaluru +7 other locations
AXIS MY INDIA,2.7,(284),Analytics & KPO,Mumbai +20 other locations
Namdev Finvest,3.8,(283),Financial Services,Jaipur +60 other locations
Borgwarner Emission System,3.7,(283),Auto Components,Bangalore / Bengaluru +13 other locations
kipi.ai,3.8,(283),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
ICICI Direct,3.8,(282),Financial Services,Mumbai +65 other locations
Tata Memorial Centre,4.0,(282),Healthcare,Mumbai +25 other locations
Amnex Infotechnologies,3.8,(282),IT Services & Consulting,Ahmedabad +22 other locations
Meinhardt Group,3.4,(282),Engineering & Construction,Bangalore / Bengaluru +33 other locations
Indian Metals & Ferro Alloys,3.7,(282),Iron & Steel,Bhubaneswar +21 other locations
Lumax Auto Technologies Ltd,4.2,(282),Auto Components,Pune +18 other locations
Thirumalai Chemicals,3.9,(282),Chemicals,Bharuch +12 other locations
Arrow Electronics,4.2,(282),Electronics Manufacturing,Bangalore / Bengaluru +8 other locations
Property Solutions,3.9,(282),Facility Management Services,Mumbai +35 other locations
Mas Callnet,2.8,(282),BPO,Noida +15 other locations
AvenData GmbH,3.9,(283),IT Services & Consulting,Mumbai +3 other locations
Quantzig,4.6,(282),Analytics & KPO,Bangalore / Bengaluru +4 other locations
BCT Consulting Private Limited,4.0,(282),IT Services & Consulting,Chennai +10 other locations
CloudFoundation,4.8,(281),Hyderabad / Secunderabad +10 other locations,Hyderabad / Secunderabad +10 other locations
Asia-Pacific Institute of Management,3.9,(281),Education & Training,New Delhi +20 other locations
Mindfire Solutions,4.0,(281),IT Services & Consulting,Bhubaneswar +7 other locations
Tommy Hilfiger,3.9,(281),Fashion & Textile,Bangalore / Bengaluru +45 other locations
Adani Solar,3.6,(281),Power,Mundra +19 other locations
Popular Vehicles and Services,3.8,(281),Automobile,Chennai +25 other locations
House of EdTech,4.1,(281),Marketing & Advertising,Kolkata +2 other locations
MosChip Technologies,3.9,(281),Semiconductors,Hyderabad / Secunderabad +5 other locations
Delhi Duty Free Services,3.9,(281),Retail,New Delhi +9 other locations
House of EdTech,4.1,(281),Marketing & Advertising,Kolkata +2 other locations
Popular Vehicles and Services,3.8,(281),Automobile,Chennai +25 other locations
Motilal Oswal Asset Management Company,4.3,(280),Financial Services,Mumbai +42 other locations
Amrita Institute of Medical Sciences and Research,3.7,(280),Healthcare,Kochi +15 other locations
Rimjhim Ispat,3.4,(280),Iron & Steel,Angul +22 other locations
Automotive Axles,3.9,(280),Auto Components,Mysuru / Mysore +12 other locations
Renewsys India,4.0,(280),Power,Hyderabad / Secunderabad +19 other locations
Hitachi Astemo Rajasthan Brake Systems,4.3,(280),Auto Components,Neemrana +22 other locations
Naaptol Online Shopping,3.4,(280),Internet,Mumbai +21 other locations
J.M Baxi & Co,3.8,(281),Ports & Shipping,Mumbai +25 other locations
NR Consulting,4.6,(280),Recruitment,Noida +12 other locations
Meghalaya Cements,4.1,(280),Building Material,Guwahati +14 other locations
Lee Pharma,3.4,(280),Pharma,Hyderabad / Secunderabad +8 other locations
Ciron Drugs & Pharmaceuticals,3.2,(280),Healthcare,Mumbai +12 other locations
Sam India Built Well,3.4,(280),Engineering & Construction,New Delhi +21 other locations
Royal Research,2.0,(280),Analytics & KPO,Kolkata +5 other locations
Toyota Material Handling,3.7,(280),Industrial Machinery,Gurgaon / Gurugram +35 other locations
Girlscript Foundation,4.9,(280),Bangalore / Bengaluru +21 other locations,Bangalore / Bengaluru +21 other locations
Worldline Global Services,3.7,(280),IT Services & Consulting,Pune +15 other locations
Nippon Audiotronix,3.5,(280),Automobile,Gurgaon / Gurugram +17 other locations
Videocon Industries Ltd.,3.8,(279),Consumer Electronics & Appliances,Aurangabad +62 other locations
Balajee Group,3.5,(279),Engineering & Construction,Mumbai +44 other locations
INDIAN PUBLIC SCHOOL,3.9,(279),Education & Training,Chennai +43 other locations
SMS Limited,4.0,(279),Engineering & Construction,Nagpur +44 other locations
Any Brand,4.2,(280),Fashion & Textile,New Delhi +65 other locations
Ribbon Communication,3.8,(279),Hardware & Networking,Bangalore / Bengaluru +17 other locations
Locuz Enterprise Solutions,3.7,(279),IT Services & Consulting,Hyderabad / Secunderabad +20 other locations
Fourrts,4.1,(279),Pharma,Chennai +47 other locations
HM Group,4.5,(280),Real Estate,Bangalore / Bengaluru +3 other locations
Elico Healthcare Services,2.8,(279),Analytics & KPO,Hyderabad / Secunderabad +4 other locations
Dyninno India,4.0,(279),IT Services & Consulting,Gurgaon / Gurugram +5 other locations
Fleetx.io,3.4,(279),Logistics,Gurgaon / Gurugram +30 other locations
Radium Creation,3.9,(278),Jewellery,Mumbai +8 other locations
OneAssist Consumer Solutions,3.9,(278),Financial Services,Mumbai +32 other locations
Omkar Realtors & Developers,3.7,(278),Real Estate,Mumbai +11 other locations
Manappuram Home Finance,4.0,(278),Financial Services,Mumbai +91 other locations
Cremica Food Industries,3.8,(278),Food Processing,New Delhi +49 other locations
Trivium Education Services,3.7,(278),EdTech,New Delhi +17 other locations
HyFun Foods,4.3,(278),Food Processing,Ahmedabad +19 other locations
Veer-O-- Metals,4.2,(278),Industrial Machinery,Bangalore / Bengaluru +8 other locations
Muthoot Pappachan Group,3.9,(278),Financial Services,Thiruvananthapuram +80 other locations
Tata nexarc,3.1,(278),Software Product,Mumbai +16 other locations
Gawar Construction,4.0,(278),Engineering & Construction,New Delhi +38 other locations
Chubb,3.4,(278),Insurance,Hyderabad / Secunderabad +7 other locations
Servotech Power Systems,3.9,(278),Electrical Equipment,New Delhi +19 other locations
I P Integrated Services,3.8,(278),Telecom,Gurgaon / Gurugram +54 other locations
Southern Petrochemical Industries Corporation,3.6,(278),Agro Chemicals,Thoothukudi +18 other locations
Hyperpure,3.6,(289),Internet,Gurgaon / Gurugram +37 other locations
Suntory Global Spirits India,4.0,(278),Beverage,Gurgaon / Gurugram +63 other locations
Escalon Business Services,3.8,(277),Accounting & Auditing,Mohali +8 other locations
STYLAM Industries,3.5,(277),Engineering & Construction,Chandigarh +34 other locations
Walchandnagar Industries,3.2,(277),Industrial Machinery,Pune +11 other locations
Edureka,3.0,(277),EdTech,Bangalore / Bengaluru +20 other locations
Vitesco Technologies,4.4,(277),Auto Components,Bangalore / Bengaluru +5 other locations
Kirloskar Electric Company,3.6,(277),Electrical Equipment,Bangalore / Bengaluru +22 other locations
Kunal Structure,3.8,(277),Real Estate,Ahmedabad +26 other locations
Bhavani Industries,3.6,(277),Industrial Machinery,Bangalore / Bengaluru +17 other locations
Malladi Drugs & Pharmaceuticals,3.6,(277),Pharma,Chennai +13 other locations
Varmora Granito,4.0,(277),Building Material,Ahmedabad +64 other locations
Siegwerk,3.9,(277),Chemicals,Bhiwadi +27 other locations
Edureka,3.0,(277),EdTech,Bangalore / Bengaluru +20 other locations
Kunal Structure,3.8,(277),Real Estate,Ahmedabad +26 other locations
Bhavani Industries,3.6,(277),Industrial Machinery,Bangalore / Bengaluru +17 other locations
Propel Industries,3.7,(277),Industrial Machinery,Coimbatore +26 other locations
Vitesco Technologies,4.4,(277),Auto Components,Bangalore / Bengaluru +5 other locations
Netafim Irrigation India,4.1,(276),Industrial Machinery,Vadodara +54 other locations
The Louis Berger Group,4.3,(277),Engineering & Construction,Mumbai +36 other locations
Big C,3.8,(276),Hyderabad / Secunderabad +53 other locations,Hyderabad / Secunderabad +53 other locations
MMC Infotech Services,3.6,(276),IT Services & Consulting,Chennai +5 other locations
Powerica,3.7,(276),Industrial Machinery,Mumbai +30 other locations
Dee Vee Projects,3.7,(277),Engineering & Construction,Raipur +39 other locations
MTAR Technologies,3.9,(276),Industrial Machinery,Hyderabad / Secunderabad +4 other locations
Dotsquares,2.8,(276),IT Services & Consulting,Jaipur +8 other locations
Microsense,3.6,(276),IT Services & Consulting,Chennai +31 other locations
Msi Services,4.0,(276),IT Services & Consulting,Bangalore / Bengaluru +7 other locations
MetroTelworks,3.7,(275),Telecom,Ahmedabad +32 other locations
HiyaMee Private Limited,2.9,(275),Recruitment,Bangalore / Bengaluru +10 other locations
Sanmarg Projects,3.9,(276),Oil & Gas,Noida +56 other locations
InKnowTech,3.1,(275),IT Services & Consulting,Bangalore / Bengaluru +25 other locations
InnovationM,3.8,(275),IT Services & Consulting,Noida +8 other locations
Gracure Pharmaceuticals,3.4,(275),Pharma,Bhiwadi +14 other locations
Oriflame India,4.1,(275),Beauty & Personal Care,New Delhi +24 other locations
Classplus,3.8,(275),Software Product,Noida +19 other locations
Superhouse,3.3,(275),Leather,Kanpur +9 other locations
Sir Ganga Ram Hospital,4.0,(275),Healthcare,New Delhi +13 other locations
Yakult Danone India,3.7,(275),Food Processing,New Delhi +24 other locations
Transworld Systems,3.0,(278),Financial Services,Bangalore / Bengaluru +6 other locations
Total Environment Building Systems,4.0,(275),Real Estate,Bangalore / Bengaluru +5 other locations
Vserv Infosystems,3.5,(275),IT Services & Consulting,New Delhi +46 other locations
Kaleesuwari Refinery,3.8,(276),Food Processing,Chennai +42 other locations
Gupshup,2.8,(275),IT Services & Consulting,Mumbai +12 other locations
Olyv,4.4,(275),FinTech,Bangalore / Bengaluru +3 other locations
Zeetech Management And Marketing,3.8,(275),Ranchi +36 other locations,Ranchi +36 other locations
