company_name,rating,reviews,company_type,locations
Aptean,3.2,(319),Software Product,Bangalore / Bengaluru +6 other locations
Mirza International,3.5,(319),Fashion & Textile,New Delhi +32 other locations
Inventia Healthcare,4.0,(319),Pharma,Mumbai +10 other locations
Gi Group,3.7,(319),Recruitment,Mumbai +56 other locations
Louis Philippe,4.3,(319),Fashion & Textile,Bangalore / Bengaluru +76 other locations
Wonderla Holidays,4.2,(320),Media & Entertainment,Bangalore / Bengaluru +16 other locations
ESAB,4.0,(318),Industrial Machinery,Chennai +26 other locations
E-Solutions,3.5,(318),Recruitment,Noida +23 other locations
Dvara KGFS,3.7,(318),NBFC,Chennai +64 other locations
Apisero,4.3,(318),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
MDC Group of Companies,4.8,(317),Pharma,Mumbai +5 other locations
GITAM University,3.7,(318),Education & Training,Visakhapatnam +11 other locations
Clarus Rcm Infotech,2.8,(317),BPO,Hyderabad / Secunderabad +14 other locations
Merit Data and Technology,3.4,(317),Analytics & KPO,Chennai +6 other locations
Global Calcium,3.2,(317),Pharma,Hosur +7 other locations
KLJ GROUP,3.3,(317),Petrochemicals,Bharuch +18 other locations
Lincoln Pharmaceuticals,3.4,(317),Pharma,Ahmedabad +26 other locations
SAR Group,3.8,(317),Consumer Electronics & Appliances,Gurgaon / Gurugram +38 other locations
VGM Consultants,3.2,(317),BPO,Kolkata +49 other locations
Can Fin Homes,2.8,(317),NBFC,Bangalore / Bengaluru +82 other locations
Corizo,3.9,(317),Education & Training,Bangalore / Bengaluru +16 other locations
Novel Office,4.1,(317),Real Estate,Bangalore / Bengaluru +14 other locations
Lernx,3.8,(317),Jaipur +18 other locations,Jaipur +18 other locations
Pps Motors,4.0,(317),Automobile,Hyderabad / Secunderabad +55 other locations
Fluentgrid,3.5,(317),IT Services & Consulting,Visakhapatnam +39 other locations
MIOT INTERNATIONAL,3.3,(317),Healthcare,Chennai +9 other locations
Omnicom Media Group,3.1,(317),Marketing & Advertising,Bangalore / Bengaluru +12 other locations
Holisol Logistics,3.8,(318),Logistics,New Delhi +59 other locations
Haleon,3.6,(337),Pharma,Bangalore / Bengaluru +64 other locations
Luxor Writing Instruments,3.4,(316),Other,Noida +40 other locations
Swastika Investmart,3.8,(316),Investment Banking / Venture Capital / Private Equity,Indore +45 other locations
Competent Software,3.5,(316),IT Services & Consulting,New Delhi +9 other locations
Rio Tinto,3.5,(316),Metals & Mining,Gurgaon / Gurugram +12 other locations
MobileComm Technologies India,3.8,(316),Telecom,Gurgaon / Gurugram +31 other locations
ETA Engineering,3.5,(316),Engineering & Construction,New Delhi +24 other locations
Vashi Integrated Solutions Limited,3.8,(316),Industrial Machinery,Mumbai +27 other locations
Groz Engineering Tools,4.1,(316),Industrial Machinery,Gurgaon / Gurugram +24 other locations
Aujas Cybersecurity-NuSummit company,3.7,(316),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
BIC Cello,4.0,(316),Other,Mumbai +52 other locations
Gammon Engineers And Contractors,4.0,(315),Engineering & Construction,Mumbai +40 other locations
Katerra,3.5,(315),Engineering & Construction,Bangalore / Bengaluru +18 other locations
VSoft Technologies,3.2,(315),FinTech,Hyderabad / Secunderabad +19 other locations
Honda India Power Products,4.1,(315),Industrial Machinery,Greater Noida +28 other locations
TestingXperts,3.9,(315),IT Services & Consulting,Chandigarh +12 other locations
Toyota Financial Services,3.7,(315),Financial Services,Bangalore / Bengaluru +60 other locations
Compunnel,3.6,(315),IT Services & Consulting,Noida +15 other locations
Western Digital,3.4,(315),Consumer Electronics & Appliances,Bangalore / Bengaluru +10 other locations
Iconic,4.1,(315),Retail,Gurgaon / Gurugram +28 other locations
Savex Technologies,4.1,(315),Other,Mumbai +51 other locations
Alkyl Amines,4.0,(316),Chemicals,Pune +14 other locations
ISMT,3.8,(314),Iron & Steel,Pune +6 other locations
Karvy Financial Services,3.9,(314),Financial Services,Hyderabad / Secunderabad +44 other locations
Aabasoft,3.9,(314),IT Services & Consulting,Kochi +12 other locations
Stellantis Avtec Powertrain,3.6,(314),Hosur +11 other locations,Hosur +11 other locations
Accel IT Services,3.5,(314),IT Services & Consulting,Chennai +60 other locations
Zydus Hospital,4.2,(315),Healthcare,Ahmedabad +12 other locations
Smaaash Entertainment,4.1,(314),Sports & Recreation,Mumbai +28 other locations
Modern V.R. Security Force,4.0,(314),Law Enforcement & Security,Mumbai +71 other locations
KEPCO Plant Service & Engineering,3.7,(314),Engineering & Construction,Bhavnagar +23 other locations
Jms Mining Services,3.9,(314),Metals & Mining,Kolkata +28 other locations
Indo Farm Equipment,3.1,(313),Industrial Machinery,Baddi +44 other locations
Newt Global,4.3,(313),IT Services & Consulting,Chennai +9 other locations
Markelytics Solutions,4.6,(313),Analytics & KPO,Bangalore / Bengaluru +5 other locations
Resurgent India,4.0,(313),Investment Banking / Venture Capital / Private Equity,Gurgaon / Gurugram +11 other locations
VML,3.4,(313),Noida +14 other locations,Noida +14 other locations
Senvion,4.0,(313),Power,Bangalore / Bengaluru +33 other locations
Greentech Industries,3.8,(313),Industrial Machinery,Nellore +17 other locations
BYJU'S Exam Prep,3.7,(312),EdTech,Noida +26 other locations
Jorie Healthcare,4.0,(312),Healthcare,Mohali +7 other locations
CG Foods,3.6,(312),Food Processing,Guwahati +52 other locations
UCO Bank,3.7,(312),Banking,Kolkata +95 other locations
Ubisoft Entertainment,3.6,(312),Gaming,Pune +7 other locations
Tenon Facility Management,3.6,(312),Facility Management Services,Gurgaon / Gurugram +47 other locations
Paragon Digital Services,3.1,(312),Marketing & Advertising,Chennai +7 other locations
Aristocrat,3.7,(312),Gaming,Noida +10 other locations
ProConnect Integrated Logistics,3.7,(312),Logistics,Chennai +47 other locations
Cohizon Life Sciences Limited,3.4,(312),Chemicals,Ankleshwar +12 other locations
ProConnect Integrated Logistics,3.7,(312),Logistics,Chennai +47 other locations
Hindustan Wellness,3.2,(313),Healthcare,Gurgaon / Gurugram +24 other locations
Han Digital,2.6,(313),Recruitment,Bangalore / Bengaluru +22 other locations
MSM Unify,3.9,(312),EdTech,Ahmedabad +24 other locations
Essar Projects India,3.7,(311),Engineering & Construction,Surat +42 other locations
Kalkine,4.2,(311),Financial Services,Noida +2 other locations
ABI Showatech,3.5,(311),Auto Components,Chennai +11 other locations
Radiant Cash Management Services,3.4,(311),Financial Services,Chennai +61 other locations
Laser Power & Infra,3.7,(311),Electrical Equipment,Kolkata +37 other locations
Darwinbox,3.7,(311),Software Product,Hyderabad / Secunderabad +11 other locations
Olectra Greentech,3.3,(311),Automobile,Hyderabad / Secunderabad +28 other locations
ZF India Technology Center,3.7,(311),Auto Components,Hyderabad / Secunderabad +6 other locations
Sarvagram Fincare,3.9,(311),NBFC,Pune +110 other locations
Annexmed,3.2,(311),Chennai +6 other locations,Chennai +6 other locations
NACL Industries,4.0,(311),Agro Chemicals,Hyderabad / Secunderabad +52 other locations
Princess Cruises,3.9,(310),Travel & Tourism,Mumbai +18 other locations
Bharat IT Services,3.3,(310),IT Services & Consulting,New Delhi +48 other locations
1K Networks,3.2,(310),Retail,Gurgaon / Gurugram +21 other locations
SPML Infra,3.9,(310),Engineering & Construction,Kolkata +53 other locations
Renom Energy Services,4.2,(310),Engineering & Construction,Pune +48 other locations
ZIM Laboratories,2.9,(310),Pharma,Nagpur +10 other locations
VXI Global Solutions,3.4,(310),BPO,Hyderabad / Secunderabad +5 other locations
Aksentt Tech Services,4.5,(310),IT Services & Consulting,Mumbai +19 other locations
IQ BackOffice,3.5,(310),Financial Services,Chennai +7 other locations
Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.4,(310),Pharma,New Delhi +58 other locations
KnowledgeHut,4.4,(309),EdTech,Bangalore / Bengaluru +19 other locations
Airtel DTH Services,4.0,(309),Telecom,Gurgaon / Gurugram +110 other locations
Quintessence Business Solutions & Services,3.8,(309),Analytics & KPO,Coimbatore +2 other locations
Cactus Communications,3.4,(309),Software Product,Mumbai +13 other locations
Moody's Analytics,4.0,(309),Analytics & KPO,Gurgaon / Gurugram +5 other locations
Fexprime Finance,4.5,(309),Financial Services,New Delhi +47 other locations
Lion Engineering Consultants,3.5,(309),Engineering & Construction,Bhopal +71 other locations
Electrical Research & Development Association,3.8,(309),Electrical Equipment,Vadodara +27 other locations
Genisys Group,3.6,(309),IT Services & Consulting,Bangalore / Bengaluru +13 other locations
Jodas Expoim,3.3,(309),Pharma,Hyderabad / Secunderabad +6 other locations
Adani Gas,3.0,(309),Oil & Gas,Ahmedabad +53 other locations
Lanco Infratech,4.5,(308),Engineering & Construction,Gurgaon / Gurugram +31 other locations
Hinduja Finance,3.9,(308),NBFC,Chennai +136 other locations
Frigorifico Allana,3.9,(308),Food Processing,Aurangabad +33 other locations
MARK EXHAUST SYSTEMS,4.1,(308),Auto Components,Gurgaon / Gurugram +11 other locations
Angelique International,4.5,(308),Engineering & Construction,Noida +21 other locations
Infiniti Software Solutions,4.5,(308),Software Product,Chennai +6 other locations
Walsons Facility Solutions,3.9,(308),Recruitment,Gurgaon / Gurugram +42 other locations
Kusum Healthcare,4.0,(308),Pharma,Bhiwadi +8 other locations
Versuni India Home Solutions,3.5,(309),Consumer Electronics & Appliances,Chennai +42 other locations
SNVA Group,3.5,(308),IT Services & Consulting,Noida +6 other locations
Universal Mep Projects & Engineering Services,3.7,(308),Engineering & Construction,Mumbai +64 other locations
Motherson Technology Services,3.2,(308),IT Services & Consulting,Noida +11 other locations
KHY ELECTRONIC,3.9,(308),Noida +12 other locations,Noida +12 other locations
Smart Value Products And Services,4.2,(308),FMCG,Gurgaon / Gurugram +74 other locations
ILJIN ELECTRONICS,3.8,(308),Semiconductors,Noida +16 other locations
Arya Omnitalk,3.8,(308),Electronics Manufacturing,Pune +69 other locations
Diya Systems,3.3,(307),BPO,Mangaluru +8 other locations
Sphinx Worldbiz,3.3,(307),Engineering & Construction,Pune +18 other locations
Alicon Castalloy,3.2,(307),Auto Components,Pune +12 other locations
Ordnance Factory,4.3,(307),Government,Hyderabad / Secunderabad +37 other locations
Creative Hands HR Consultancy,4.2,(307),Recruitment,Chennai +39 other locations
HostBooks,3.7,(307),Software Product,Gurgaon / Gurugram +8 other locations
"Nitor Infotech, an Ascendion company",4.2,(307),Software Product,Pune +7 other locations
MSD Pharmaceuticals,3.9,(307),Pharma,Mumbai +51 other locations
Mit World Peace University,3.9,(307),Education & Training,Pune +5 other locations
SVC Co-Operative Bank,4.0,(307),Banking,Mumbai +40 other locations
Azure Power,3.9,(307),Power,New Delhi +25 other locations
Bnp Paribas Securities,3.7,(307),Financial Services,Chennai +8 other locations
IM Gears,3.5,(307),Auto Components,Chennai +7 other locations
Deepak Phenolics,4.4,(307),Chemicals,Bharuch +12 other locations
ATMECS Global,3.3,(307),IT Services & Consulting,Hyderabad / Secunderabad +7 other locations
Nissin Brake,4.2,(306),Auto Components,Neemrana +12 other locations
Ozone Pharmaceuticals,3.8,(307),Pharma,New Delhi +44 other locations
Meitra Hospital,4.5,(306),Healthcare,Kozhikode +5 other locations
Yum!,4.1,(306),Hospitality,Gurgaon / Gurugram +28 other locations
Praxis Services,3.1,(306),Management Consulting,Gurgaon / Gurugram +8 other locations
ClaySys,3.8,(306),IT Services & Consulting,Kochi +9 other locations
Ratnamani Metals and Tubes,4.2,(306),Iron & Steel,Ahmedabad +17 other locations
ABP Group,3.3,(305),Printing & Publishing,Kolkata +20 other locations
Orix Auto Infrastructure Services,4.1,(305),Logistics,Mumbai +20 other locations
Dainik Jagran,3.4,(305),Printing & Publishing,New Delhi +57 other locations
Micro Plastics Private Limited,3.6,(305),Bangalore / Bengaluru +12 other locations,Bangalore / Bengaluru +12 other locations
DEC Infra,3.7,(305),Real Estate,Hyderabad / Secunderabad +22 other locations
Manipal Technologies,4.0,(306),Printing & Publishing,Bangalore / Bengaluru +32 other locations
JSW Steel Coated Products,3.8,(305),Mumbai +30 other locations,Mumbai +30 other locations
Madina Group,4.5,(305),Oil & Gas,Doha +21 other locations
AI Variant,4.2,(305),Bangalore / Bengaluru +12 other locations,Bangalore / Bengaluru +12 other locations
Softcell Technologies,3.9,(304),IT Services & Consulting,Mumbai +15 other locations
Laxmi Civil Engineering Services,3.9,(304),Engineering & Construction,Kolhapur +56 other locations
Asort Company,4.0,(306),Internet,Gurgaon / Gurugram +58 other locations
Tata Marcopolo Motors,3.8,(304),Auto Components,Dharwad +13 other locations
MN Dastur & Company,4.0,(304),Metals & Mining,Kolkata +13 other locations
Military Engineer Services,4.5,(304),Engineering & Construction,New Delhi +77 other locations
Jaiprakash Power Ventures,4.0,(304),Power,Singrauli +21 other locations
Inlead Electronics,4.0,(304),Consumer Electronics & Appliances,Mumbai +45 other locations
Silverskills,3.3,(304),BPO,Gurgaon / Gurugram +11 other locations
Irclass Systems And Solutions,4.2,(304),Ports & Shipping,Mumbai +38 other locations
BOLD Technology Systems,3.0,(304),Software Product,Noida +8 other locations
Zeta,3.3,(304),Emerging Technologies,Bangalore / Bengaluru +12 other locations
Doha Petroleum Construction Company,3.8,(304),Oil & Gas,Doha +14 other locations
Pulse Pharmaceuticals,3.4,(304),Pharma,Hyderabad / Secunderabad +37 other locations
Aarti Steels,3.7,(304),Iron & Steel,Cuttack +11 other locations
Cavisson Systems,2.3,(303),IT Services & Consulting,Noida +5 other locations
Hindustan Times,3.3,(303),Media & Entertainment,New Delhi +37 other locations
Transact Global,4.6,(303),BPO,Bangalore / Bengaluru +2 other locations
First Flight Couriers,4.4,(302),Logistics,Mumbai +72 other locations
Amrutanjan Health Care,3.9,(302),Pharma,Chennai +50 other locations
o9 Solutions,3.5,(303),Software Product,Bangalore / Bengaluru +6 other locations
Sabre,4.1,(302),Software Product,Bangalore / Bengaluru +10 other locations
Molecular Connections,3.1,(302),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
Pitney Bowes,3.7,(302),IT Services & Consulting,Pune +15 other locations
Equifax,3.4,(302),Analytics & KPO,Bangalore / Bengaluru +12 other locations
Embee Software,3.7,(302),Software Product,Kolkata +23 other locations
The Indian Hume Pipe Co.,3.9,(302),Building Material,Mumbai +52 other locations
HungerBox,3.7,(302),Internet,Bangalore / Bengaluru +15 other locations
Cyber Infrastructure,3.5,(302),IT Services & Consulting,Indore +12 other locations
Equinox Labs,3.9,(302),Clinical Research,Mumbai +17 other locations
INDIABULLS PHARMACEUTICALS,2.7,(301),Pharma,Mumbai +56 other locations
TATWA Technologies,3.1,(301),IT Services & Consulting,Bhubaneswar +14 other locations
Cameo Corporate Services,3.3,(301),BPO,Chennai +17 other locations
Listenlights,3.7,(301),Engineering & Construction,Mumbai +10 other locations
Metric Stream Infotech,3.2,(301),Internet,Bangalore / Bengaluru +5 other locations
Narula Infrastructure,3.7,(301),Engineering & Construction,Kolkata +59 other locations
Ck Birla Hospitals,3.9,(301),Healthcare,Kolkata +7 other locations
Teamlease Digital,3.3,(664),Recruitment,Bangalore / Bengaluru +34 other locations
Busibud,3.7,(301),Emerging Technologies,Chandigarh +21 other locations
Van Heusen,4.0,(301),Fashion & Textile,New Delhi +79 other locations
TIDC India,3.8,(301),Industrial Machinery,Chennai +30 other locations
SGT University,3.5,(301),Education & Training,Gurgaon / Gurugram +8 other locations
Cliantha Research,4.0,(302),Clinical Research,Ahmedabad +12 other locations
Fidelis Technology Services,3.2,(301),IT Services & Consulting,Bangalore / Bengaluru +32 other locations
EXO Edge,3.6,(301),BPO,Mohali +6 other locations
Tata Play Fiber,3.9,(306),Broadcasting,Mumbai +32 other locations
Columbia Petro Chem,4.1,(301),Oil & Gas,Mumbai +12 other locations
CR3 Group,3.9,(301),Facility Management Services,Jamnagar +27 other locations
Thomson Digital,3.9,(300),Printing & Publishing,Noida +8 other locations
Munjal Kiriu Industries,3.7,(300),Auto Components,Gurgaon / Gurugram +9 other locations
Ang India,3.7,(300),Consumer Electronics & Appliances,Noida +40 other locations
ESIC HOSPITAL,4.0,(300),Healthcare,New Delhi +58 other locations
Manba Finance Limited,3.8,(300),NBFC,Mumbai +34 other locations
Guiltfree Industries,3.5,(300),FMCG,Kolkata +63 other locations
Soma Enterprises,4.5,(300),Engineering & Construction,Hyderabad / Secunderabad +48 other locations
Amcor Flexibles India,3.7,(300),Packaging,Bharuch +19 other locations
Coditas Technologies,3.6,(300),IT Services & Consulting,Pune +7 other locations
Learning Routes,4.4,(300),EdTech,Gurgaon / Gurugram +14 other locations
Themis Medicare,3.7,(300),Pharma,Mumbai +50 other locations
JUNIPER GREEN ENERGY,4.6,(300),Power,Gurgaon / Gurugram +34 other locations
Automotive Robotics (India),3.6,(300),Industrial Automation,Chennai +6 other locations
Aurigene Pharmaceutical Services,4.2,(310),Pharma,Hyderabad / Secunderabad +3 other locations
Hema Engineering Industries,4.0,(299),Auto Components,Gurgaon / Gurugram +23 other locations
Nimbus Harbor Facilities Management,4.0,(299),Facility Management Services,Gurgaon / Gurugram +17 other locations
Xpheno,3.5,(299),Recruitment,Bangalore / Bengaluru +38 other locations
Business Integrity Services,4.3,(299),BPO,Chennai +2 other locations
Sakon,3.1,(299),Software Product,Pune +2 other locations
Bombay Intelligence Security,3.9,(299),Law Enforcement & Security,Mumbai +57 other locations
T R Chadha & Co Llp,3.3,(299),Accounting & Auditing,Mumbai +14 other locations
Unibic Foods,3.7,(300),Food Processing,Bangalore / Bengaluru +46 other locations
Murugappa Group,4.0,(299),Agro Chemicals,Chennai +83 other locations
Internshala,3.7,(299),EdTech,Gurgaon / Gurugram +26 other locations
People Prime Worldwide,4.0,(299),Recruitment,Hyderabad / Secunderabad +7 other locations
Checkmate Services,3.9,(299),Facility Management Services,Vadodara +68 other locations
Taal Tech India,3.9,(299),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
Tata ClassEdge,3.5,(299),EdTech,Mumbai +48 other locations
Suburban Diagnostics,3.8,(299),Healthcare,Mumbai +14 other locations
British Biologicals,2.9,(298),Fitness & Wellness,Bangalore / Bengaluru +54 other locations
Doubtnut,3.4,(298),EdTech,Gurgaon / Gurugram +16 other locations
Hamleys,3.8,(298),Retail,Mumbai +44 other locations
SS Supply Chain Solutions,3.6,(298),IT Services & Consulting,Gurgaon / Gurugram +35 other locations
Ahresty India,3.8,(298),Auto Components,Rewari +11 other locations
Bird Worldwide Flight Services,3.4,(298),Aviation,New Delhi +12 other locations
VVF,3.9,(298),Chemicals,Mumbai +19 other locations
Altruist Customer Management India,4.1,(298),BPO,Chennai +14 other locations
Danone Foods Beverages,3.4,(298),Food Processing,Mumbai +59 other locations
Tata Green Batteries,3.8,(298),Auto Components,Pune +39 other locations
Ms Agarwal Foundries,4.3,(298),Iron & Steel,Hyderabad / Secunderabad +12 other locations
ICRA,3.2,(297),Financial Services,Mumbai +17 other locations
Aurangabad Electricals,4.0,(297),Auto Components,Aurangabad +9 other locations
KreditBee,3.2,(293),Internet,Bangalore / Bengaluru +17 other locations
ITC ABD,3.7,(297),Guntur +73 other locations,Guntur +73 other locations
Arena Animation,3.6,(297),Education & Training,New Delhi +60 other locations
SBS,2.6,(297),IT Services & Consulting,Noida +7 other locations
Hudson's Bay Company,3.8,(297),Retail,Bangalore / Bengaluru +8 other locations
Gaja Engineering,4.2,(297),Engineering & Construction,Hyderabad / Secunderabad +34 other locations
CPM India Sales & Marketing,4.1,(297),Marketing & Advertising,New Delhi +50 other locations
ARDEM Incorporated,3.8,(297),BPO,Lucknow +7 other locations
Gionee,4.5,(296),Consumer Electronics & Appliances,New Delhi +95 other locations
Dahua Technology India Pvt.Ltd.,3.5,(296),IT Services & Consulting,New Delhi +49 other locations
Ruby Hall Clinic,4.0,(296),Healthcare,Pune +8 other locations
Woodland,3.4,(296),Fashion & Textile,New Delhi +66 other locations
Presto Infosolutions,2.9,(296),Hardware & Networking,New Delhi +44 other locations
ArcGate,3.0,(296),IT Services & Consulting,Udaipur +3 other locations
Xylem Water Solutions,3.7,(296),Waste Management,Vadodara +19 other locations
TAJSATS AIR CATERING,4.0,(296),Hospitality,Mumbai +18 other locations
Onida,3.6,(296),Consumer Electronics & Appliances,Mumbai +66 other locations
H&R Block,4.2,(296),Accounting & Auditing,Thiruvananthapuram +14 other locations
Blenheim Chalcot,2.7,(296),IT Services & Consulting,Mumbai +9 other locations
Jasper Colin,3.9,(297),Analytics & KPO,Noida +10 other locations
Nexval Infotech,2.7,(296),IT Services & Consulting,Kolkata +8 other locations
TCPL Packaging,4.0,(297),Packaging,Silvassa / Dadra & Nagar Haveli +50 other locations
Hardcastle Restaurants,3.7,(296),Hospitality,Mumbai +33 other locations
Rucha Engineers,3.8,(296),Industrial Machinery,Aurangabad +13 other locations
NVH India Auto Parts,3.3,(296),Auto Components,Chennai +14 other locations
Bhandari Automobiles,3.7,(296),Automobile,Kolkata +28 other locations
Wartsila,4.1,(296),Ports & Shipping,Mumbai +46 other locations
AIS Glass Solutions,3.6,(295),Building Material,Chennai +31 other locations
ERA Group,4.1,(295),Power,New Delhi +40 other locations
Arabian Construction Company,3.2,(295),Engineering & Construction,Kolkata +28 other locations
RHI Magnesita,3.8,(295),Building Material,Gurgaon / Gurugram +41 other locations
Mindteck,3.0,(295),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
GSH Group,4.2,(295),Facility Management Services,Chennai +36 other locations
DataTrained,3.5,(295),EdTech,Noida +3 other locations
AGI Glaspac,3.8,(295),Packaging,Hyderabad / Secunderabad +8 other locations
Jaguar Land Rover,4.0,(295),Automobile,Pune +32 other locations
ANZ Operations & Technology,3.8,(295),Financial Services,Bangalore / Bengaluru +4 other locations
Garware Technical Fibres,3.6,(295),Fashion & Textile,Pune +27 other locations
IndianOil Adani Ventures,4.0,(295),Paradip +28 other locations,Paradip +28 other locations
GIVA Jewellery,3.1,(295),Jewellery,Bangalore / Bengaluru +27 other locations
Diamondpick,4.0,(294),Recruitment,Chennai +6 other locations
Infrastructure Leasing & Financial Services,4.3,(294),Engineering & Construction,Mumbai +68 other locations
Eye-Q Super Speciality Eye Hospitals,3.4,(294),Healthcare,Gurgaon / Gurugram +35 other locations
Keihin Fie,4.3,(294),Auto Components,Bangalore / Bengaluru +13 other locations
Rheinmetall Automotive,3.9,(294),Auto Components,Pune +11 other locations
Kelly Services,4.2,(294),Recruitment,Bangalore / Bengaluru +36 other locations
Inventys Research,4.1,(295),Chemicals,Nagpur +5 other locations
Eye-Q Super Speciality Eye Hospitals,3.4,(294),Healthcare,Gurgaon / Gurugram +35 other locations
Ninestars Information Technologies,3.1,(295),IT Services & Consulting,Chennai +14 other locations
LANXESS India Private Limited,4.1,(294),Chemicals,Mumbai +18 other locations
Citrix,3.2,(294),Software Product,Bangalore / Bengaluru +6 other locations
Bharat Wire Ropes,3.6,(294),Iron & Steel,Mumbai +12 other locations
NatWest Markets,3.9,(294),Banking,Gurgaon / Gurugram +10 other locations
NAFFCO,3.3,(294),Law Enforcement & Security,Chennai +22 other locations
MSPL,4.1,(294),Metals & Mining,Hosapete +31 other locations
Bajaj Energy,4.3,(294),Power,Lalitpur +16 other locations
POSCO MAHARASHTRA STEEL,4.2,(294),Iron & Steel,Pune +12 other locations
Nature's Basket,3.9,(294),Internet,Mumbai +12 other locations
ONPASSIVE,2.5,(294),IT Services & Consulting,Hyderabad / Secunderabad +7 other locations
Vinati Organics,3.8,(294),Chemicals,Chiplun +12 other locations
Money View,4.1,(294),FinTech,Bangalore / Bengaluru +24 other locations
Piramal Foundation,4.1,(293),Non-Profit,New Delhi +83 other locations
FUJIFILM,4.1,(293),Animation & VFX,Gurgaon / Gurugram +32 other locations
Spm Autocomp,3.6,(293),Auto Components,Pune +16 other locations
Peter England,4.1,(294),Fashion & Textile,Bangalore / Bengaluru +119 other locations
Can-Pack,4.3,(293),Packaging,Aurangabad +11 other locations
Allanasons,4.0,(293),Food Processing,Mumbai +31 other locations
Koenig Solutions,3.6,(293),Education & Training,New Delhi +16 other locations
CQRA,4.3,(293),Engineering & Construction,Hyderabad / Secunderabad +28 other locations
ARCADIS,4.1,(293),IT Services & Consulting,Bangalore / Bengaluru +26 other locations
Domino Printech India LLP,4.2,(293),Industrial Automation,Gurgaon / Gurugram +31 other locations
R L Fine Chem,3.6,(293),Pharma,Bangalore / Bengaluru +7 other locations
JMR Infotech,4.2,(293),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
HyScaler,4.3,(293),IT Services & Consulting,Bhubaneswar +3 other locations
Netsmartz Infotech,3.9,(293),IT Services & Consulting,Chandigarh +8 other locations
Can-Pack,4.3,(293),Packaging,Aurangabad +11 other locations
Personiv,3.7,(293),BPO,Coimbatore +9 other locations
Consolidated Construction Consortium,4.4,(292),Engineering & Construction,Chennai +29 other locations
AltezzaSys,3.9,(292),IT Services & Consulting,Noida +15 other locations
Roki Minda Co,4.5,(292),Auto Components,Chennai +18 other locations
Essae Teraoka,3.6,(292),Electronics Manufacturing,Bangalore / Bengaluru +54 other locations
LatentView Analytics,3.5,(292),IT Services & Consulting,Chennai +11 other locations
AirAsia,3.5,(292),Aviation,Bangalore / Bengaluru +24 other locations
Innoviti Technologies Private Limited,2.9,(292),FinTech,Bangalore / Bengaluru +46 other locations
ScoreMe Solutions,3.5,(292),Software Product,Gurgaon / Gurugram +5 other locations
Integra Global Solutions,3.5,(292),Financial Services,Coimbatore +3 other locations
Danfoss Power Solutions,3.9,(293),Power,Pune +9 other locations
Cure foods,3.4,(292),Fitness & Wellness,Bangalore / Bengaluru +23 other locations
Slr Metaliks,4.1,(292),Iron & Steel,Hosapete +10 other locations
Atul Auto,3.8,(292),Automobile,Ahmedabad +36 other locations
TP Central Odisha Distribution,3.6,(319),Power,Bhubaneswar +26 other locations
Titan Laboratories,3.4,(292),Pharma,Mumbai +12 other locations
DynPro,3.8,(291),IT Services & Consulting,Bangalore / Bengaluru +15 other locations
Nestaway,3.1,(291),Internet,Bangalore / Bengaluru +13 other locations
BMW,4.1,(292),Automobile,Chennai +35 other locations
Knowledge Splice Services pvt ltd.,3.0,(291),BPO,Bangalore / Bengaluru +14 other locations
Shriram Chits,3.7,(291),Financial Services,Chennai +89 other locations
Mukand Limited,3.5,(291),Iron & Steel,Mumbai +19 other locations
Aurigene Oncology Limited,4.2,(291),Biotechnology,Bangalore / Bengaluru +5 other locations
Myk Schomburg,3.9,(291),Chemicals,Hyderabad / Secunderabad +49 other locations
Tamilnad Mercantile Bank,2.5,(291),Banking,Chennai +73 other locations
Junglee Games,4.0,(291),Gaming,Gurgaon / Gurugram +7 other locations
GMR Energy,4.1,(291),Power,New Delhi +38 other locations
Adani Energy Solutions,3.7,(291),Power,Ahmedabad +75 other locations
Futwork,3.8,(291),Internet,Mumbai +23 other locations
Baoiam Innovations,4.6,(291),EdTech,New Delhi +11 other locations
Yubi,4.1,(291),FinTech,Chennai +11 other locations
McAfee,3.8,(290),Software Product,Bangalore / Bengaluru +10 other locations
OnProcess Technology,3.8,(290),Software Product,Kolkata +3 other locations
Shreya Life Sciences,4.1,(290),Pharma,Aurangabad +64 other locations
Mirafra Technologies,3.7,(290),Semiconductors,Bangalore / Bengaluru +9 other locations
Aditya Birla Memorial Hospital,4.4,(291),Healthcare,Pune +11 other locations
Levelshift,3.2,(290),IT Services & Consulting,Chennai +4 other locations
Indus Valley Partners,3.0,(291),IT Services & Consulting,Noida +8 other locations
TJSB Sahakari Bank,3.7,(290),Banking,Mumbai +28 other locations
Karuna Management Services,3.7,(291),Retail,Kolkata +27 other locations
Avanse Financial Services,3.9,(291),Financial Services,Mumbai +26 other locations
THE GUARDIANS Real Estate Advisory,3.6,(290),Real Estate,Mumbai +10 other locations
Pepe Jeans,4.2,(289),Fashion & Textile,Mumbai +60 other locations
Trelleborg,3.9,(289),Industrial Machinery,Bangalore / Bengaluru +9 other locations
